# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/Mbovis_GO_terms.dat GSEA_files/GO_term_names.dat output/gsea_fet.txt -M FET -Pval_col 10 -Qval_col 11
# date: 2023-08-16 09:17:52
# pathway method: FET
# method=FET, PC=2
# genes with associations=3121 out of 4045 total
# significant genes (qval<0.05): 11
# 2474 out of 47127 pathways have >=1 gene; max has 2412
#pathway	total_genes(M)	genes_in_path(n)	significant_genes(N)	signif_genes_in_path(k)	expected	k+PC	n_adj_by_PC	enrichement	pval	qval	description	genes
GO:0006413	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	translational initiation	
GO:0006414	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	translational elongation	
GO:0006479	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	protein methylation	
GO:0006551	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	leucine metabolic process	
GO:0006577	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	amino-acid betaine metabolic process	
GO:0006578	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	amino-acid betaine biosynthetic process	
GO:0006591	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	ornithine metabolic process	
GO:0006605	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	protein targeting	
GO:0008146	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	sulfotransferase activity	
GO:0008172	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	S-methyltransferase activity	
GO:0008175	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	tRNA methyltransferase activity	
GO:0008213	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	protein alkylation	
GO:0008235	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	metalloexopeptidase activity	
GO:0008276	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	protein methyltransferase activity	
GO:0008514	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	organic anion transmembrane transporter activity	
GO:0008643	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	carbohydrate transport	
GO:0008658	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	penicillin binding	
GO:0008745	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	N-acetylmuramoyl-L-alanine amidase activity	
GO:0009088	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	threonine biosynthetic process	
GO:0009098	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	leucine biosynthetic process	
GO:0009229	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	thiamine diphosphate biosynthetic process	
GO:0009264	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	deoxyribonucleotide catabolic process	
GO:0009279	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	cell outer membrane	
GO:0009894	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	regulation of catabolic process	
GO:0009982	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	pseudouridine synthase activity	
GO:0010501	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	RNA secondary structure unwinding	
GO:0010563	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	negative regulation of phosphorus metabolic process	
GO:0015297	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	antiporter activity	
GO:0015697	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	quaternary ammonium group transport	
GO:0015838	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	amino-acid betaine transport	
GO:0015937	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	coenzyme A biosynthetic process	
GO:0015940	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	pantothenate biosynthetic process	
GO:0016075	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	rRNA catabolic process	
GO:0016226	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	iron-sulfur cluster assembly	
GO:0016417	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	S-acyltransferase activity	
GO:0016624	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	
GO:0016675	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	oxidoreductase activity, acting on a heme group of donors	
GO:0016702	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	
GO:0016774	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	phosphotransferase activity, carboxyl group as acceptor	
GO:0016812	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	
GO:0016846	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	carbon-sulfur lyase activity	
GO:0016861	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	intramolecular oxidoreductase activity, interconverting aldoses and ketoses	
GO:0016886	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	ligase activity, forming phosphoric ester bonds	
GO:0016889	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	endodeoxyribonuclease activity, producing 3'-phosphomonoesters	
GO:0016894	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	
GO:0017001	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	antibiotic catabolic process	
GO:0018580	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	nitronate monooxygenase activity	
GO:0018904	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	ether metabolic process	
GO:0019201	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	nucleotide kinase activity	
GO:0019203	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	carbohydrate phosphatase activity	
GO:0019238	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	cyclohydrolase activity	
GO:0030234	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	enzyme regulator activity	
GO:0030488	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	tRNA methylation	
GO:0031163	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	metallo-sulfur cluster assembly	
GO:0031329	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	regulation of cellular catabolic process	
GO:0031419	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	cobalamin binding	
GO:0031460	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	glycine betaine transport	
GO:0031554	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	regulation of DNA-templated transcription, termination	
GO:0031564	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	transcription antitermination	
GO:0031982	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	vesicle	
GO:0033178	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	proton-transporting two-sector ATPase complex, catalytic domain	
GO:0033993	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	response to lipid	
GO:0034338	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	short-chain carboxylesterase activity	
GO:0034661	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	ncRNA catabolic process	
GO:0035510	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	DNA dealkylation	
GO:0040010	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	positive regulation of growth rate	
GO:0042135	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	neurotransmitter catabolic process	
GO:0042357	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	thiamine diphosphate metabolic process	
GO:0042542	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	response to hydrogen peroxide	
GO:0042759	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	long-chain fatty acid biosynthetic process	
GO:0042981	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	regulation of apoptotic process	
GO:0043174	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	nucleoside salvage	
GO:0043215	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	daunorubicin transport	
GO:0043230	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	extracellular organelle	
GO:0043244	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	regulation of protein complex disassembly	
GO:0043605	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	cellular amide catabolic process	
GO:0044111	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	development involved in symbiotic interaction	
GO:0044114	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	development of symbiont in host	
GO:0044115	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	development of symbiont involved in interaction with host	
GO:0044462	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	external encapsulating structure part	
GO:0044532	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	modulation of apoptotic process in other organism	
GO:0044620	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	ACP phosphopantetheine attachment site binding	
GO:0044650	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	adhesion of symbiont to host cell	
GO:0045261	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	proton-transporting ATP synthase complex, catalytic core F(1)	
GO:0045936	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	negative regulation of phosphate metabolic process	
GO:0046033	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	AMP metabolic process	
GO:0046075	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	dTTP metabolic process	
GO:0046174	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	polyol catabolic process	
GO:0046185	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	aldehyde catabolic process	
GO:0046365	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	monosaccharide catabolic process	
GO:0046386	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	deoxyribose phosphate catabolic process	
GO:0046487	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	glyoxylate metabolic process	
GO:0046500	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	S-adenosylmethionine metabolic process	
GO:0046655	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	folic acid metabolic process	
GO:0046656	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	folic acid biosynthetic process	
GO:0046834	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	lipid phosphorylation	
GO:0046835	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	carbohydrate phosphorylation	
GO:0046854	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	phosphatidylinositol phosphorylation	
GO:0046912	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	
GO:0046943	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	carboxylic acid transmembrane transporter activity	
GO:0047617	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	acyl-CoA hydrolase activity	
GO:0051046	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	regulation of secretion	
GO:0051192	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	prosthetic group binding	
GO:0051346	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	negative regulation of hydrolase activity	
GO:0052150	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	modulation by symbiont of host apoptotic process	
GO:0052433	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	modulation by organism of apoptotic process in other organism involved in symbiotic interaction	
GO:0052698	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	ergothioneine metabolic process	
GO:0052699	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	ergothioneine biosynthetic process	
GO:0052701	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	cellular modified histidine metabolic process	
GO:0052703	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	cellular modified histidine biosynthetic process	
GO:0070063	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	RNA polymerase binding	
GO:0070469	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	respiratory chain	
GO:0070475	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	rRNA base methylation	
GO:0071265	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	L-methionine biosynthetic process	
GO:0071456	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	cellular response to hypoxia	
GO:0072593	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	reactive oxygen species metabolic process	
GO:0090034	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	regulation of chaperone-mediated protein complex assembly	
GO:0097041	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	phenolic phthiocerol biosynthetic process	
GO:1900753	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	doxorubicin transport	
GO:1901656	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	glycoside transport	
GO:1903561	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	extracellular vesicle	
GO:1903825	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	organic acid transmembrane transport	
GO:1905039	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	carboxylic acid transmembrane transport	
GO:1905368	4045	5	11	0	0.01	2	740	0.995	0.3260407858751364	0.39439262473687786	peptidase complex	
GO:0002161	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	aminoacyl-tRNA editing activity	
GO:0003697	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	single-stranded DNA binding	
GO:0003724	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	RNA helicase activity	
GO:0003899	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	DNA-directed 5'-3' RNA polymerase activity	
GO:0003906	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	DNA-(apurinic or apyrimidinic site) endonuclease activity	
GO:0003989	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	acetyl-CoA carboxylase activity	
GO:0004004	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	ATP-dependent RNA helicase activity	
GO:0004022	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	alcohol dehydrogenase (NAD) activity	
GO:0005507	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	copper ion binding	
GO:0006072	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	glycerol-3-phosphate metabolic process	
GO:0006144	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	purine nucleobase metabolic process	
GO:0006289	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	nucleotide-excision repair	
GO:0006566	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	threonine metabolic process	
GO:0006772	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	thiamine metabolic process	
GO:0006782	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	protoporphyrinogen IX biosynthetic process	
GO:0008170	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	N-methyltransferase activity	
GO:0008198	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	ferrous iron binding	
GO:0008410	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	CoA-transferase activity	
GO:0009060	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	aerobic respiration	
GO:0009065	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	glutamine family amino acid catabolic process	
GO:0009148	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	pyrimidine nucleoside triphosphate biosynthetic process	
GO:0009164	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	nucleoside catabolic process	
GO:0009211	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	pyrimidine deoxyribonucleoside triphosphate metabolic process	
GO:0009219	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	pyrimidine deoxyribonucleotide metabolic process	
GO:0009228	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	thiamine biosynthetic process	
GO:0009251	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	glucan catabolic process	
GO:0009317	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	acetyl-CoA carboxylase complex	
GO:0009636	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	response to toxic substance	
GO:0010125	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	mycothiol biosynthetic process	
GO:0010498	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	proteasomal protein catabolic process	
GO:0010941	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	regulation of cell death	
GO:0015267	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	channel activity	
GO:0015662	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	
GO:0015936	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	coenzyme A metabolic process	
GO:0015939	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	pantothenate metabolic process	
GO:0016071	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	mRNA metabolic process	
GO:0016138	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	glycoside biosynthetic process	
GO:0016289	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	CoA hydrolase activity	
GO:0016421	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	CoA carboxylase activity	
GO:0016485	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	protein processing	
GO:0016661	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	oxidoreductase activity, acting on other nitrogenous compounds as donors	
GO:0016703	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)	
GO:0016725	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	oxidoreductase activity, acting on CH or CH2 groups	
GO:0016880	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	acid-ammonia (or amide) ligase activity	
GO:0019200	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	carbohydrate kinase activity	
GO:0019541	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	propionate metabolic process	
GO:0019856	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	pyrimidine nucleobase biosynthetic process	
GO:0019867	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	outer membrane	
GO:0019877	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	diaminopimelate biosynthetic process	
GO:0019941	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	modification-dependent protein catabolic process	
GO:0022803	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	passive transmembrane transporter activity	
GO:0030162	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	regulation of proteolysis	
GO:0030246	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	carbohydrate binding	
GO:0031956	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	medium-chain fatty acid-CoA ligase activity	
GO:0033866	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	nucleoside bisphosphate biosynthetic process	
GO:0034030	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	ribonucleoside bisphosphate biosynthetic process	
GO:0034033	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	purine nucleoside bisphosphate biosynthetic process	
GO:0034062	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	5'-3' RNA polymerase activity	
GO:0034656	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	nucleobase-containing small molecule catabolic process	
GO:0035690	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	cellular response to drug	
GO:0040009	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	regulation of growth rate	
GO:0042128	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	nitrate assimilation	
GO:0042171	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	lysophosphatidic acid acyltransferase activity	
GO:0042304	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	regulation of fatty acid biosynthetic process	
GO:0042602	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	riboflavin reductase (NADPH) activity	
GO:0042723	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	thiamine-containing compound metabolic process	
GO:0042724	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	thiamine-containing compound biosynthetic process	
GO:0042773	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	ATP synthesis coupled electron transport	
GO:0042844	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	glycol metabolic process	
GO:0042845	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	glycol biosynthetic process	
GO:0043067	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	regulation of programmed cell death	
GO:0043101	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	purine-containing compound salvage	
GO:0043388	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	positive regulation of DNA binding	
GO:0043632	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	modification-dependent macromolecule catabolic process	
GO:0044247	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	cellular polysaccharide catabolic process	
GO:0044531	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	modulation of programmed cell death in other organism	
GO:0045717	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	negative regulation of fatty acid biosynthetic process	
GO:0045922	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	negative regulation of fatty acid metabolic process	
GO:0046474	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	glycerophospholipid biosynthetic process	
GO:0046501	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	protoporphyrinogen IX metabolic process	
GO:0046812	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	host cell surface binding	
GO:0047134	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	protein-disulfide reductase activity	
GO:0051052	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	regulation of DNA metabolic process	
GO:0051099	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	positive regulation of binding	
GO:0051603	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	proteolysis involved in cellular protein catabolic process	
GO:0052040	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	modulation by symbiont of host programmed cell death	
GO:0052248	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	modulation of programmed cell death in other organism involved in symbiotic interaction	
GO:0052646	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	alditol phosphate metabolic process	
GO:0070008	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	serine-type exopeptidase activity	
GO:0070967	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	coenzyme F420 binding	
GO:0071617	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	lysophospholipid acyltransferase activity	
GO:0071769	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	mycolate cell wall layer assembly	
GO:0072337	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	modified amino acid transport	
GO:0097040	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	phthiocerol biosynthetic process	
GO:0097351	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	toxin-antitoxin pair type II binding	
GO:0097747	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	RNA polymerase activity	
GO:0098772	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	molecular function regulator	
GO:0102391	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	decanoate-CoA ligase activity	
GO:0106074	4045	6	11	0	0.02	2	741	0.99	0.32685534922137766	0.39439262473687786	aminoacyl-tRNA metabolism involved in translational fidelity	
