# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/kegg_gene_terms.dat GSEA_files/kegg_term_names.dat output/gsea_kegg.txt -M GSEA -ranking LFC -p 1 -LFC_col 6 -Pval_col 10 -Qval_col 11 -p 1
# date: 2023-08-18 12:15:00
# pathway method: GSEA
# method=GSEA, Nperm=10000, p=1
# ranking genes by LFC
# total genes: 4045, mean rank: 2022
# significant pathways enriched for conditionally ESSENTIAL genes: 0 (qval<0.05, mean_rank<2022) (includes genes that are MORE required in condition B than A)
# significant pathways enriched for conditionally NON-ESSENTIAL genes: 1 (qval<0.05, mean_rank>2022) (includes genes that are LESS required in condition B than A)
#   mbo00970 Aminoacyl-tRNA biosynthesis (mean_rank=2104.5)
# pathways sorted by mean_rank
#pathway	description	num_genes	mean_rank	GSEA_score	pval	qval	genes
mbo00190	Oxidative phosphorylation	36	2187.5	0.365443	0.217822	0.722207	MB1340/atpA (177) MB3175/nuoG (355) MB3170/nuoB (474) MB3172/nuoD (528) MB3180/nuoL (585) MB3177/nuoI (660) MB3652/ppa (1070) MB3008/ppk (1199) MB3176/nuoH (1226) MB3182/nuoN (1227) MB2219/qcrB (1758) MB2218/qcrA (1769) MB2216/ctaE (1788) MB1336/atpB (1820) MB1341/atpG (1886) MB1342/atpD (1901) MB1338/atpF (2105) MB1337/atpE (2116) MB1343/atpC (2127) MB2217/qcrC (2153) MB1339/atpH (2207) MB1578/frdA (2455) MB3178/nuoJ (2590) MB3169/nuoA (2858) MB3347/sdhA (2988) MB3348/sdhB (3187) MB3171/nuoC (3236) MB3181/nuoM (3249) MB3345/sdhC (3411) MB1486/ctaB (3437) MB1580/frdD (3477) MB1579/frdBC (3546) MB3173/nuoE (3553) MB3174/nuoF (3721) MB3179/nuoK (3903) MB3346/sdhD (4008)
mbo00561	Glycerolipid metabolism	15	2205.5	0.362638	0.495050	0.820157	MB0919/NA (275) MB2276/NA (366) MB0152/NA (778) MB1791/NA (1109) MB0791/aldA (1224) MB1577/plsB1 (1503) MB3114/NA (1715) MB1460/NA (1722) MB1718/NA (2851) MB0189/NA (3173) MB2306/NA (3402) MB3071/adhC (3667) MB0227/NA (3691) MB3115/tgs4 (3796) MB3406/NA (3811)
mbo02010	ABC transporters	39	2226.3	0.336573	0.326733	0.778465	MB0173/yrbE1A (36) MB0176/mce1B (191) MB0958/pstBb (205) MB0952/pstC2 (248) MB1267/lpqY (384) MB1890/modC (416) MB0843/phoT (471) MB1270/sugC (590) MB0953/pstA1 (661) MB0610/mce2F (1045) MB0178/mce1D (1259) MB3812/rfbD (1321) MB1999/yrbE3A (1347) MB0180/mce1F (1369) MB0200/NA (1388) MB1889/modB (1730) MB3810/rfbE (2029) MB0959/pstS1 (2241) MB0175/mce1A (2260) MB1384/irtb (2458) MB0604/mce2A (3017) MB0606/mce2C (3089) MB0961/pstA2 (3094) MB0179/lprK (3099) MB0674/mkl (3244) MB0607/mce2Da (3273) MB0603/yrbE2B (3310) MB1888/modA (3352) MB0960/pstC1 (3394) MB1268/sugA (3401) MB1383/irta (3405) MB1269/sugB (3407) MB0951/pstS3 (3489) MB0609/lprL (3536) MB0605/mce2B (3539) MB0174/yrbE1B (3654) MB0602/yrbE2A (3872) MB0177/mce1C (3983) MB0957/pstBa (4018)
mbo00643	Styrene degradation	5	2275.0	0.241919	0.910891	0.972201	MB1294/amiB2 (616) MB3200/NA (1246) MB3409/amiD (2401) MB3581/NA (3550) MB2384/amiA2 (3562)
mbo00650	Butanoate metabolism	30	2280.0	0.346119	0.396040	0.782628	MB3576/fadA5 (102) MB1507/echA12 (218) MB0929/echA6 (261) MB0694/echA5 (498) MB2620/gabT (531) MB3553/ltp3 (569) MB3580/echA20 (987) MB3803/echA21 (1101) MB0249/fadA2 (1220) MB1898/NA (1576) MB1760/gabD2 (1603) MB2698/echA15 (1610) MB1578/frdA (2455) MB2855/echA16 (2589) MB1358/fadA4 (2663) MB1742/fadB3a (2680) MB2511/echA14 (2891) MB0692/echA4 (2928) MB0883/fadB (2946) MB3347/sdhA (2988) MB3348/sdhB (3187) MB0882/fadA (3333) MB3345/sdhC (3411) MB1580/frdD (3477) MB0477/fadB2 (3518) MB1579/frdBC (3546) MB3581/NA (3550) MB3545/echA19 (3917) MB3346/sdhD (4008) MB3408/echA18 (4036)
mbo02020	Two-component system	34	2298.4	0.418469	0.095652	0.558810	MB3576/fadA5 (102) MB3553/ltp3 (569) MB1196/narI (804) MB2360/mez (844) MB0501/regX3 (1063) MB1120/celA2b (1079) MB2258/ptpA (1106) MB1059/kdpB (1138) MB0063/celA1 (1209) MB0249/fadA2 (1220) MB1898/NA (1576) MB2470/dctA (1754) MB2244/glnA1 (1976) MB0001/dnaA (2034) MB1195/narJ (2051) MB1008/mprB (2162) MB0959/pstS1 (2241) MB0500/senX3 (2271) MB1578/frdA (2455) MB1358/fadA4 (2663) MB1193/narG (2697) MB1060/kdpC (2880) MB0882/fadA (3333) MB1194/narH (3340) MB1119/celA2a (3343) MB1007/mprA (3365) MB1580/frdD (3477) MB0951/pstS3 (3489) MB1579/frdBC (3546) MB1058/kdpA (3589) MB1910/glnA3 (3604) MB3700/crp (3706) MB1009/pepd (3724) MB0861/lpqR (3737)
mbo00920	Sulfur metabolism	15	2323.5	0.360055	0.613861	0.876591	MB0338/NA (647) MB1108/metB (696) MB2363/cysE (1085) MB2362/cysK1 (1238) MB1786/NA (1362) MB2314/sseB (1536) MB3709/NA (2563) MB2413/cysH (2710) MB3311/sseA (2719) MB3144/cyp141 (2758) MB0397/metZ (2833) MB3373/metA (3464) MB1316/cysD (3534) MB2412/sira (3846) MB1317/cysN (3862)
mbo00020	Citrate cycle (TCA cycle)	16	2371.8	0.353807	0.504950	0.824257	MB0471/lpd (129) MB0217/pckA (294) MB2238/dlat (1182) MB1162/prpc (1310) MB1272/mdh (1802) MB0976/sucC (1956) MB0977/sucD (2110) MB1578/frdA (2455) MB0920/gltA2 (2854) MB3347/sdhA (2988) MB3348/sdhB (3187) MB2265/aceE (3240) MB3345/sdhC (3411) MB1580/frdD (3477) MB1579/frdBC (3546) MB3346/sdhD (4008)
mbo00780	Biotin metabolism	8	2403.6	0.337180	0.643564	0.876591	MB1595/bioA (392) MB1385/fabG2 (644) MB0412/pks6a (1670) MB1477/bisC (2705) MB1596/bioF1 (3143) MB0033/bioF2 (3338) MB1597/bioD (3525) MB1615/bioB (3812)
mbo05152	Tuberculosis	8	2414.9	0.533682	0.168317	0.622772	MB3848/NA (479) MB3338/sapm (1300) MB0448/groEL2 (1982) MB0358/dnaK (1990) MB0959/pstS1 (2241) MB0951/pstS3 (3489) MB3789/lpqH (3866) MB3905/esxA (3972)
mbo00984	Steroid degradation	5	2450.0	0.397163	0.544554	0.851346	MB3556/ksha (1058) MB3567/kstd (1387) MB1848/NA (2915) MB3591/fadD3 (3121) MB3602/kshb (3769)
mbo00220	Arginine biosynthesis	15	2498.9	0.589577	0.045833	0.423958	MB1028/arcA (761) MB1680/argC (1908) MB1687/argH (1960) MB2244/glnA1 (1976) MB1684/argF (1978) MB1686/argG (2030) MB1683/argD (2136) MB1682/argB (2151) MB1681/argJ (2265) MB0812/purQ (2437) MB1881/ureC (2962) MB2768/arga (3593) MB1910/glnA3 (3604) MB1880/ureB (3719) MB1879/ureA (4004)
mbo00670	One carbon pool by folate	5	2553.4	0.515960	0.425743	0.782628	MB0981/purN (1533) MB0982/purH (2099) MB2988/purU (2390) MB1441/fmt (2813) MB1123/glyA1 (3932)
mbo03420	Nucleotide excision repair	6	2685.5	0.494442	0.316832	0.778465	MB1048/mfd (1498) MB1659/uvrB (2284) MB0974/uvrD1 (2538) MB1455/uvrC (3042) MB1664/uvrA (3221) MB1655/polA (3530)
mbo01503	Cationic antimicrobial peptide (CAMP) resistance	3	2724.0	0.424012	0.643564	0.876591	MB3744/NA (1314) MB3946/NA (3110) MB0009/ppiA (3748)
mbo00460	Cyanoamino acid metabolism	3	2737.0	0.526163	0.455446	0.782628	MB0192/bglS (1474) MB2415/ggtB (2805) MB1123/glyA1 (3932)
mbo00450	Selenocompound metabolism	8	2917.4	0.693485	0.033333	0.423958	MB1108/metB (696) MB0077/NA (1522) MB1499/csd (2208) MB1316/cysD (3534) MB2316/NA (3538) MB1317/cysN (3862) MB3944/trxB2 (3984) MB1506/trxB1 (3995)
mbo03410	Base excision repair	8	3035.4	0.586099	0.138614	0.610561	MB1242/tagA (658) MB3325/nei (3052) MB3620/mutY (3109) MB0689/end (3130) MB1714/mpg (3265) MB1655/polA (3530) MB1289/udgb (3653) MB0969/NA (3886)
mbo00261	Monobactam biosynthesis	2	3698.0	0.520720	0.524752	0.832107	MB1316/cysD (3534) MB1317/cysN (3862)
