# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/kegg_gene_terms.dat GSEA_files/kegg_term_names.dat output/gsea_kegg_slpv.txt -M GSEA -ranking SLPV -p 1 -LFC_col 6 -Pval_col 10 -Qval_col 11 -p 1
# date: 2023-08-18 12:19:58
# pathway method: GSEA
# method=GSEA, Nperm=10000, p=1
# ranking genes by SLPV
# total genes: 4045, mean rank: 2022
# significant pathways enriched for conditionally ESSENTIAL genes: 0 (qval<0.05, mean_rank<2022) (includes genes that are MORE required in condition B than A)
# significant pathways enriched for conditionally NON-ESSENTIAL genes: 0 (qval<0.05, mean_rank>2022) (includes genes that are LESS required in condition B than A)
# pathways sorted by mean_rank
#pathway	description	num_genes	mean_rank	GSEA_score	pval	qval	genes
mbo00040	Pentose and glucuronate interconversions	4	2493.5	0.458176	0.564356	0.910608	MB0330/udgA (1206) MB1020/galU (2053) MB0750/xylB (2728) MB1443/rpe (3987)
mbo00361	Chlorocyclohexane and chlorobenzene degradation	4	2512.0	0.332495	0.792079	0.943490	MB2318/NA (914) MB2610/dhaA (2473) MB2080/NA (2789) MB2787/NA (3872)
mbo00620	Pyruvate metabolism	28	2519.0	0.413054	0.287129	0.830363	MB3071/adhC (56) MB1579/frdBC (75) MB2265/aceE (120) MB0882/fadA (672) MB1580/frdD (746) MB1358/fadA4 (1349) MB1578/frdA (1571) MB1643/pykA (1725) MB3313/accA3 (1844) MB1272/mdh (1966) MB2271/accD6 (2055) MB1898/NA (2490) MB1893/adhA (2702) MB0791/aldA (2807) MB2238/dlat (2896) MB1557/adh (2925) MB0249/fadA2 (3067) MB3737/leuA (3228) MB2360/mez (3419) MB0416/pta (3703) MB3576/fadA5 (3750) MB3553/ltp3 (3763) MB0467/NA (3824) MB3691/acs (3870) MB0152/NA (3889) MB0217/pckA (3992) MB0417/ackA (4005) MB0471/lpd (4024)
mbo00520	Amino sugar and nucleotide sugar metabolism	14	2532.4	0.545517	0.178218	0.745757	MB3336/pmmB (987) MB0330/udgA (1206) MB3365/nagA (1617) MB2721/ppgK (1730) MB1020/galU (2053) MB1348/murA (2126) MB0492/murB (2280) MB0513/galE2 (2492) MB0116/gca (2678) MB1245/glgC (3521) MB0243/lpqI (3530) MB0635/galT (3634) MB0669/NA (3747) MB0636/galK (3853)
mbo00010	Glycolysis / Gluconeogenesis	19	2539.3	0.471013	0.168317	0.745757	MB3071/adhC (56) MB2265/aceE (120) MB1643/pykA (1725) MB2721/ppgK (1730) MB1051/eno (1802) MB0499/gpm1 (1894) MB1473/tpi (1920) MB1471/gap (2140) MB1472/pgk (2184) MB1893/adhA (2702) MB0791/aldA (2807) MB2238/dlat (2896) MB1557/adh (2925) MB0669/NA (3747) MB0467/NA (3824) MB3691/acs (3870) MB0152/NA (3889) MB0217/pckA (3992) MB0471/lpd (4024)
mbo00500	Starch and sucrose metabolism	18	2541.2	0.572913	0.057895	0.745757	MB0131/treS (338) MB2498/aglA (548) MB1119/celA2a (860) MB2425/NA (995) MB3407/otsB2 (1828) MB3057/NA (1914) MB1020/galU (2053) MB3058/NA (2282) MB0192/bglS (2624) MB1120/celA2b (2856) MB0063/celA1 (3109) MB3434/NA (3487) MB2029/otsB1 (3489) MB1245/glgC (3521) MB0669/NA (3747) MB0132/mak (4010) MB3520/otsA (4038) MB1363/glgP (4043)
mbo04122	Sulfur relay system	13	2582.4	0.507982	0.188119	0.745757	MB3311/sseA (1106) MB0888/moaC2 (1126) MB3144/cyp141 (1137) MB0424/thiS (1882) MB3139/moaD1 (2263) MB1369/mec (2515) MB2314/sseB (2552) MB3136/moaA1 (2779) MB1370/cysO (3308) MB0890/moaE2 (3490) MB3138/moaC1 (3640) MB3143/moeB2 (3772) MB1371/cysM (4001)
mbo03070	Bacterial secretion system	5	2602.0	0.561880	0.326733	0.830363	MB0657/secE1 (1810) MB1256/tatB (2271) MB1852/secA2 (2608) MB1475/secG (2811) MB0753/secY (3510)
mbo00350	Tyrosine metabolism	6	2614.5	0.436074	0.465347	0.890577	MB1626/hisC1 (1231) MB1760/gabD2 (2467) MB3800/hisC2 (2548) MB1893/adhA (2702) MB1557/adh (2925) MB3195/aofH (3814)
mbo00625	Chloroalkane and chloroalkene degradation	6	2618.3	0.393081	0.693069	0.917997	MB2318/NA (914) MB2610/dhaA (2473) MB1893/adhA (2702) MB0791/aldA (2807) MB1557/adh (2925) MB0152/NA (3889)
mbo00053	Ascorbate and aldarate metabolism	3	2634.0	0.397521	0.702970	0.917997	MB0330/udgA (1206) MB0791/aldA (2807) MB0152/NA (3889)
mbo00330	Arginine and proline metabolism	11	2718.1	0.491678	0.306931	0.830363	MB2384/amiA2 (505) MB1219/rocA (898) MB3409/amiD (1638) MB0511/proC (2308) MB0791/aldA (2807) MB3200/NA (2982) MB2632/speE (3478) MB1294/amiB2 (3648) MB3195/aofH (3814) MB0152/NA (3889) MB1220/NA (3932)
mbo00052	Galactose metabolism	6	2721.2	0.445389	0.623762	0.913463	MB2498/aglA (548) MB1020/galU (2053) MB0513/galE2 (2492) MB0635/galT (3634) MB0669/NA (3747) MB0636/galK (3853)
mbo03060	Protein export	6	2732.3	0.562020	0.336634	0.830363	MB0657/secE1 (1810) MB1256/tatB (2271) MB1852/secA2 (2608) MB1475/secG (2811) MB1566/lspA (3384) MB0753/secY (3510)
mbo00626	Naphthalene degradation	2	2813.5	0.283788	0.841584	0.943490	MB1893/adhA (2702) MB1557/adh (2925)
mbo00290	Valine, leucine and isoleucine biosynthesis	2	2911.5	0.425698	0.762376	0.943490	MB1585/ilvA (2595) MB3737/leuA (3228)
mbo00564	Glycerophospholipid metabolism	4	2934.5	0.536037	0.415842	0.870914	MB1853/pgsA2 (1456) MB1577/plsB1 (2535) MB2276/NA (3795) MB2311/cdh (3952)
mbo00430	Taurine and hypotaurine metabolism	4	3157.2	0.640296	0.178218	0.745757	MB2415/ggtB (954) MB0416/pta (3703) MB2803/aldb (3967) MB0417/ackA (4005)
mbo00130	Ubiquinone and other terpenoid-quinone biosynthesis	5	3171.8	0.629473	0.178218	0.745757	MB0570/menD (2121) MB0573/menH (2861) MB0568/menC (3162) MB1878/NA (3717) MB3241/entC (3998)
mbo00364	Fluorobenzoate degradation	2	3330.5	0.530048	0.574257	0.910608	MB2080/NA (2789) MB2787/NA (3872)
mbo00623	Toluene degradation	2	3330.5	0.530048	0.495050	0.910608	MB2080/NA (2789) MB2787/NA (3872)
